web_scraper_order,web_scraper_start_url,site_link,type_chaussures,prix,adresse,image_lien
"1771114984-297","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3641983","Chaussures enfant","3 500 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3641983_uploaded_image1_1649278750.jpg"
"1771114987-298","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669952","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114991-299","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669958","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771114994-300","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673159","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771114996-301","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673165","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771114998-302","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673169","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771115001-303","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641537","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115003-304","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3690626","Baskets enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg"
"1771115005-305","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3699436","Chaussures enfants","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115008-306","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3672156","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1771115010-307","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3704967","Chaussures bébé","1 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115013-308","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-3768510","Claquettes enfant","1 250 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768510_uploaded_image1_1656771169.jpg"
"1771115015-309","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3771424","Chaussures enfant","12 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115017-310","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777592","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1771115020-311","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777593","Chaussures enfants","7 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3777593_uploaded_image1_1657274825.jpg"
"1771115023-312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619","Sandales africaines enfants","1 500 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778619_uploaded_image1_1657354885.jpg"
"1771115025-313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3824846","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771115027-314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3804708","Chaussures enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115030-315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3848408","Baskets enfant","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771115032-316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3851925","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115035-317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853480","Chaussures fille","2 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771115037-318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853482","Chaussures fille","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771115044-319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3869546","Chaussures filles","6 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1771115046-320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3886285","Chaussures enfants","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771115078-321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874870","Chaussures crocs","3 000 CFA","Dakar, Sénégal",""
"1771115080-322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874877","Chaussures crocs","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3874877_uploaded_image1_1662993378.jpg"
"1771115082-323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3895663","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771115085-324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897395","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115089-325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-3920803","Chaussure enfants","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115092-326","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3934730","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771115094-327","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3958985","Baskets enfant","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958985_uploaded_image1_1668074060.jpg"
"1771115103-328","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4024385","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115105-329","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4002035","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115110-330","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4038506","Chaussures enfants","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115112-331","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-jordan-enfant-4040246","Chaussure Jordan enfant","7 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4040246_uploaded_image1_1673189828.jpg"
"1771115114-332","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4040305","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115117-333","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4019759","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115119-334","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-4060976","Pantoufles","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1771115121-335","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4028219","Chaussures enfant","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115124-336","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4081818","Chaussures  enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771115126-337","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059365","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115129-338","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059370","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115131-339","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059363","Chaussures enfant","5 500 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115133-340","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4050259","Chaussures enfant","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115136-341","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4096757","Baskets enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4201412_uploaded_image1_1683164968.jpg"
"1771115138-342","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432","Bottes fourrées fille","12 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110432_uploaded_image1_1677428890.jpg"
"1771115140-343","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4111498","Chaussures enfants","12 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111498_uploaded_image1_1677508687.jpg"
"1771115143-344","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933","Chaussures  enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771115145-345","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771115148-346","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946","Chaussures enfant","2 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771115150-347","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596","Crampons pour enfant","12 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4101596_uploaded_image1_1676845748.jpg"
"1771115152-348","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771115155-349","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115157-350","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115159-351","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703","Ballerines  enfant","7 500 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4175703_uploaded_image1_1681413005.jpg"
"1771115162-352","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115166-353","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241","Chaussures bébé","2 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115203-354","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1771115206-355","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640","Chaussures enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1771115212-356","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal",""
"1771115217-357","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380","Chaussures enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115221-358","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733","Chaussures enfant - 7 paires","15 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4336733_uploaded_image1_1692136230.jpg"
"1771115223-359","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183","Chaussures enfant","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771115230-360","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839","Chaussures enfant","28 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
"1771115232-361","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4392112","Chaussures enfant","6 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_4392112_uploaded_image1_1695751474.jpg"
"1771115235-362","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4394927","Chaussures enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771115237-363","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4396320","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115240-364","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115242-365","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279","Chaussures Skateboard","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402279_uploaded_image1_1696422852.jpg"
"1771115244-366","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115247-367","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003","Chaussures enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115249-368","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115252-369","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779","Chaussures enfant","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115254-370","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758","Chaussures enfants","8 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115256-371","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835","Chaussures enfant","5 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771115259-372","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622","Sandales enfant","2 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4427622_uploaded_image2_1698104491.jpeg"
"1771115261-373","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4430647","Chaussures enfant","20 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771115263-374","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4396653","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115266-375","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-4402939","Baskets  Jordan","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4402939_uploaded_image1_1696449724.jpg"
"1771115268-376","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4404739","Chaussures enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115271-377","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4481347","Chaussures enfant","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115273-378","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4452170","Chaussures enfant","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115276-379","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4486289","Chaussures enfant","9 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771115278-380","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284","Chaussures enfants","4 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115281-381","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312","Chaussures enfants","3 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115283-382","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115285-383","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156","Chaussures pour enfant","9 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115288-384","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115290-385","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393","Chaussures enfant","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115293-386","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805","Chaussures pour enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115323-387","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824","Chaussures enfant","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771115330-388","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4608259","Chaussures enfants","6 500 CFA","Sipres, Dakar, Sénégal",""
"1771115333-389","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4608262","Chaussures enfants","6 500 CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608262_uploaded_image1_1708692132.jpg"
"1771115335-390","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-ogiy-4623157","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771115337-391","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufle-enfants-4626680","Pantoufle enfants","2 500 CFA","Mbao, Dakar, Sénégal",""
