web_scraper_order,web_scraper_start_url,site_link,type_chaussures,prix,adresse,image_lien
"1771114006-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1771114008-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890","Chaussures enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771114011-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561","Chaussures enfant","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771114016-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114018-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792","Claquettes enfants","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1771114020-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033","Chaussures enfant","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771114023-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342","Chaussures enfant","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114026-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732","Chaussures pour bébé","1 500 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771114028-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875","Chaussures pour enfant","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771114030-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961","Mocassins enfant","3 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2215961_uploaded_image1_1591114475.jpg"
"1771114033-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114035-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824","Claquettes enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1771114038-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790","Chaussures enfant","8 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114040-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803","Chaussures enfant","8 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114071-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587","Chaussures enfant","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771114074-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870","Bottes de pluie","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2306870_uploaded_image1_1592485025.jpg"
"1771114076-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224","Chaussures enfant","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114078-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761","Chaussettes enfants 0 à 12 ans","2 000 CFA","Dakar, Sénégal",""
"1771114081-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327","Chaussures enfant","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114083-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114086-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114088-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498","Chaussures","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114090-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114093-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114095-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154","Chaussures bébé","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771114098-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164","Chaussures enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114101-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114103-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114106-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114109-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114111-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114114-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114117-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678","Chaussures bébé","2 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771114119-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034","Chaussures enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771114121-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114124-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114126-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114129-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114131-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114134-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771114136-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260","Chaussures talons / enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2387260_uploaded_image1_1593777158.jpg"
"1771114138-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114141-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114143-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114146-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114148-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114151-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114153-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114155-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114158-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114160-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033","Chaussures bébé fille o-1 mois","3 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771114162-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872","Chaussures enfant","2 200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114165-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883","Chaussures enfant","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114167-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114170-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114172-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822","Chaussures enfant","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114174-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114177-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114179-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002","Chaussures enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1771114181-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991","Chaussures Enfants","4 500 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114184-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114186-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114189-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527","Chaussures pour filles","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1771114191-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114194-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771114196-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709","Chaussures enfant","5 500 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771114198-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725","Chaussures enfants","6 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771114201-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525","Chaussures enfant","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114203-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114206-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627","Chaussures enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771114208-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114211-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114214-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114216-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114218-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114221-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114223-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114225-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339","Chaussures enfant","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114228-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350","Chaussures enfant","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114230-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046","Chaussures enfant","8 500 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771114232-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114235-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114240-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675","Baskets Jordan","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771114242-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114245-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484015","Chaussures enfants","7 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114247-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484019","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114249-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484023","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114252-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2486553","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114254-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-2526613","Baskets Nike Air Max","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2526613_uploaded_image1_1596969629.jpg"
"1771114257-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2530121","Chaussures enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771114259-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2543182","Chaussures enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771114261-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2584194","Chaussures Enfants","8 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1771114269-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2594069","Chaussures enfants","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
