web_scraper_order,web_scraper_start_url,map_link,type_habits,prix,adresse,image_lien
"1771111956-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3438481","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771111958-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/bonnet-bebe-3446293","Bonnet bébé","1 000 CFA","HLM, Dakar, Sénégal",""
"1771111961-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/culotte-friperie-enfants-3447436","Culotte friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771111963-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-3447441","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771111965-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3453271","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771111968-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3460197","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771111970-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3460815","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771111972-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3460818","Pantalon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771111975-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-3462374","Slip  enfant","7 000 CFA","Dakar, Sénégal",""
"1771111977-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-ceremonie-3462842","Robe de cérémonie","25 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771111980-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3467169","Robe fille","25 000 CFA","Dakar, Sénégal",""
"1771111982-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pull-capuche-enfants-friperie-3468409","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771111984-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-friperie-3468413","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771111987-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pull-capuche-enfants-3468416","Pull capuche enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771111990-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3470013","Ensemble enfants","25 000 CFA","Guediawaye, Dakar, Sénégal",""
"1771112020-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3472103","Vêtements enfants","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112055-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3480133","Robe fille","5 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1771112058-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3483054","Vêtement enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112060-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3487929","Ensemble  enfant","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112063-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/collants-enfant-0-a-24-mois-3488219","Collants enfant - 0 à 24 mois","2 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1771112065-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-enfant-3490179","Ensembles enfant","4 000 CFA","HLM, Dakar, Sénégal",""
"1771112068-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-bebe-3491052","Vêtement friperie bébé","20 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112070-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-garcon-0-24-mois-3491173","Vêtements garçon 0-24 mois","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112073-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-3491313","Vêtements enfant","1 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112075-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/collant-enfant-3492922","Collant enfant","2 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771112078-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-3495990","Jeans enfants","6 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112080-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-3495993","Robe princesse","25 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112083-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-friperie-enfant-3502825","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112085-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pull-friperie-enfant-3502826","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112112-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3512035","Vêtement bébé","5 000 CFA","Guediawaye, Dakar, Sénégal",""
"1771112114-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-garcon-3513877","Ensemble garçon","13 500 CFA","Guediawaye, Dakar, Sénégal",""
"1771112117-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-fillette-3516300","Tenue fillette","8 500 CFA","Guediawaye, Dakar, Sénégal",""
"1771112122-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-fille-3516974","Boxer fille","8 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771112126-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-3527122","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112131-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3534698","Robe","25 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112133-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3534701","Robe enfant","25 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112135-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-3534704","Robe","25 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1771112138-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3536216","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112141-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3538747","Blouson enfant","7 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112143-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-crochet-3546633","Robe bébé crochet","10 000 CFA","Dakar, Sénégal",""
"1771112145-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pull-bebe-3546662","Pull bébé","6 000 CFA","Dakar, Sénégal",""
"1771112148-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/manteau-fille-3546701","Manteau fille","10 000 CFA","Dakar, Sénégal",""
"1771112150-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-mardi-gras-3547360","Vêtement Mardi-gras","20 000 CFA","Dakar, Sénégal",""
"1771112175-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3549957","Vêtement enfant","12 000 CFA","Guediawaye, Dakar, Sénégal",""
"1771112205-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fillette-3549965","Ensemble fillette","8 500 CFA","Guediawaye, Dakar, Sénégal",""
"1771112207-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-bebe-3550411","Ensemble pour bébé","18 000 CFA","Keur Massar, Sénégal",""
"1771112210-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3550501","Vêtement enfant","9 900 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112221-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3568689","Vêtement bébé","4 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112223-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-tenu-mardi-gras-3582459","Ensemble tenu mardi Gras","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1771112225-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/peignoirs-enfants-3584341","Peignoirs enfants","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112228-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-3585164","Maillot enfant","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1771112230-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3588178","Vêtement bébé","10 000 CFA","Keur Massar, Sénégal",""
"1771112233-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-bebe-3588188","Vêtement bébé","10 000 CFA","Keur Massar, Sénégal",""
"1771112235-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-3594235","Ensemble Veste enfant","15 000 CFA","Dakar, Sénégal",""
"1771112238-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-zara-enfant-3598377","Pantalon Zara enfant","5 000 CFA","Dakar, Sénégal",""
"1771112240-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3599090","Vêtements bébé","1 500 CFA","Yoff, Dakar, Sénégal",""
"1771112242-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-3600524","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112245-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600527","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112247-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3600530","Vêtements enfants","2 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112250-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3600535","Vêtement enfant","2 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112252-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3600538","Vêtement enfant","1 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112255-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-3601827","Habits enfants","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1771112257-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/peignoir-personnalise-enfant-3563684","Peignoir personnalisé enfant","12 000 CFA","Medina, Dakar, Sénégal",""
"1771112259-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3604777","Ensemble enfant","10 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771112262-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-3606160","Vêtements bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112264-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3608114","Vêtement enfant","1 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112267-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3613858","Ensemble enfant","10 000 CFA","Dakar, Sénégal",""
"1771112269-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-de-football-enfant-3616215","Maillots de football enfant","5 000 CFA","Colobane, Dakar, Sénégal",""
"1771112271-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/calecons-homme-3620389","Caleçons homme","4 000 CFA","Guediawaye, Dakar, Sénégal",""
"1771112274-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-3582375","Tenue mardi gras","Prix sur demande","Thies, Sénégal",""
"1771112276-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-mardi-gras-3582393","Tenue mardi gras","Prix sur demande","Thies, Sénégal",""
"1771112280-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-3625258","Robes enfants","Prix sur demande","Saint Louis, Sénégal",""
"1771112284-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3628406","Robe enfant","5 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112287-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-senegal-enfants-3633429","Maillots sénégal enfants","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1771112290-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-3600844","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112293-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-senegal-enfants-3637250","Maillot Sénégal enfants","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1771112297-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3637675","Robe enfant","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112300-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3637687","Robe enfant","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112302-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3638104","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112305-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3638107","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112307-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/combinaison-enfant-3638113","Combinaison enfant","4 000 CFA","Colobane, Dakar, Sénégal",""
"1771112310-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-enfant-3-pieces-3638243","Boubou enfant - 3 pièces","10 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112312-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-3638582","Vêtement friperie enfant","Prix sur demande","Sicap foire, Dakar, Sénégal",""
"1771112314-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/slips-fille-3643614","Slips fille","5 500 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771112317-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfant-3643824","Maillots enfant","5 000 CFA","Dakar, Sénégal",""
"1771112319-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-enfant-3-pieces-3643960","Boubou enfant 3 pièces","15 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112322-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-fille-3643965","Boubou fille","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771112324-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3607932","Ensemble enfant","8 000 CFA","Dakar, Sénégal",""
"1771112326-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3607921","Ensemble enfant","8 000 CFA","Dakar, Sénégal",""
"1771112329-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-fille-3646258","Boubou fille","15 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112331-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfant-3646687","Maillots enfant","5 000 CFA","Dakar, Sénégal",""
"1771112333-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3648076","Robe enfant","Prix sur demande","Dakar, Sénégal",""
"1771112336-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubous-enfants-en-bazin-3649632","Boubous enfants en bazin","10 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112338-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/boubou-fille-3651237","Boubou fille","12 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112340-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-0-a-3ans-3651240","Robe enfant - 0 à 3ans","12 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112343-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-priere-hijab-integre-3654182","Robe de prière + hijab intégré","3 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771112345-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3654413","Robe enfant","5 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112347-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfant-3654415","Ensemble 3 pièces enfant","15 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112350-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3654419","Robe enfant","8 000 CFA","Ouakam, Dakar, Sénégal",""
"1771112352-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3658083","Robe enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112354-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-3659452","Robe fille","12 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112357-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfant-3622513","Jeans enfant","5 000 CFA","Dakar, Sénégal",""
"1771112359-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3622512","Ensemble enfant","8 000 CFA","Dakar, Sénégal",""
"1771112361-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfant-3622516","Habits enfant","5 000 CFA","Dakar, Sénégal",""
"1771112364-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3622517","Ensemble enfant","4 000 CFA","Dakar, Sénégal",""
"1771112366-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/bas-collant-bebe-3659847","Bas collant bébé","1 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771112369-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-3659985","Robes enfant","5 000 CFA","Rufisque, Sénégal",""
"1771112371-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3661021","Robe enfant","12 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112373-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-enfant-3661238","Ensemble Short enfant","7 000 CFA","Dakar, Sénégal",""
"1771112376-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3661262","Robe enfant","12 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112378-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3663325","Robe enfant","12 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1771112380-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-3663604","Djellaba enfant","15 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1771112383-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-3663943","Grenouillère bébé","40 000 CFA","HLM, Dakar, Sénégal",""
"1771112385-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3663950","Ensemble enfant","4 000 CFA","HLM, Dakar, Sénégal",""
"1771112387-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-princesse-3664445","Robe enfant princesse","30 000 CFA","Dakar, Sénégal",""
"1771112390-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetement-fille-2-pieces-3633963","Sous-vêtement fille - 2 pièces","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112392-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-garcon-coton-2-pieces-3633973","Sous-vêtements garçon coton - 2 pièces","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112394-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-fille-3686470","Robe princesse fille","5 000 CFA","Rufisque, Sénégal",""
"1771112397-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-coton-3686501","Ensemble bébé coton","4 000 CFA","Rufisque, Sénégal",""
"1771112399-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-3688104","Robe enfant","4 000 CFA","Guediawaye, Dakar, Sénégal",""
